Gene	sgRNA	eff
ZNF77_P1P2	ZNF77_-_2944958.23-P1P2_3	1
MED15_P2	MED15_-_20850318.23-P2_1	1
MED15_P2	MED15_+_20850329.23-P2_2	1
MED15_P2	MED15_+_20850313.23-P2_5	1
MED15_P2	MED15_-_20850296.23-P2_4	1
MED15_P2	MED15_-_20850344.23-P2_3	1
ZNF679_P1P2	ZNF679_+_63709363.23-P1P2_1	1
ZNF679_P1P2	ZNF679_+_63709679.23-P1P2_5	1
ZNF679_P1P2	ZNF679_+_63709376.23-P1P2_2	1
ZNF679_P1P2	ZNF679_-_63709380.23-P1P2_4	1
ZNF679_P1P2	ZNF679_-_63709698.23-P1P2_3	1
JAG1_P1P2	JAG1_-_10654648.23-P1P2_2	1
JAG1_P1P2	JAG1_+_10654640.23-P1P2_4	1
JAG1_P1P2	JAG1_+_10654608.23-P1P2_1	1
JAG1_P1P2	JAG1_+_10654213.23-P1P2_3	1
JAG1_P1P2	JAG1_+_10654631.23-P1P2_5	1
ERCC2_P1P2	ERCC2_+_45873591.23-P1P2_5	1
ERCC2_P1P2	ERCC2_+_45873783.23-P1P2_3	1
ERCC2_P1P2	ERCC2_+_45873641.23-P1P2_1	1
ERCC2_P1P2	ERCC2_-_45873576.23-P1P2_2	1
ERCC2_P1P2	ERCC2_+_45873806.23-P1P2_4	1
ZEB2_P1	ZEB2_-_145277468.23-P1_5	1
ZEB2_P1	ZEB2_-_145277576.23-P1_1	1
ZEB2_P1	ZEB2_-_145277651.23-P1_3	1
ZEB2_P1	ZEB2_-_145277612.23-P1_2	1
ZEB2_P1	ZEB2_-_145277723.23-P1_4	1
TARDBP_P1P2	TARDBP_+_11072907.23-P1P2_3	1
TARDBP_P1P2	TARDBP_+_11072781.23-P1P2_5	1
TARDBP_P1P2	TARDBP_-_11072810.23-P1P2_2	1
TARDBP_P1P2	TARDBP_+_11072830.23-P1P2_4	1
TARDBP_P1P2	TARDBP_-_11072919.23-P1P2_1	1
PRKCH_P1P2	PRKCH_+_61788505.23-P1P2_5	1
PRKCH_P1P2	PRKCH_-_61788479.23-P1P2_3	1
PRKCH_P1P2	PRKCH_-_61788470.23-P1P2_4	1
PRKCH_P1P2	PRKCH_-_61788489.23-P1P2_1	1
PRKCH_P1P2	PRKCH_-_61788474.23-P1P2_2	1
SP7_P1P2	SP7_+_53730083.23-P1P2_3	1
SP7_P1P2	SP7_+_53730095.23-P1P2_4	1
SP7_P1P2	SP7_+_53730006.23-P1P2_1	1
SP7_P1P2	SP7_+_53730075.23-P1P2_5	1
SP7_P1P2	SP7_-_53730176.23-P1P2_2	1
DKK1_P1P2	DKK1_-_54074086.23-P1P2_2	1
DKK1_P1P2	DKK1_+_54074095.23-P1P2_1	1
DKK1_P1P2	DKK1_+_54074262.23-P1P2_4	1
DKK1_P1P2	DKK1_-_54074075.23-P1P2_3	1
DKK1_P1P2	DKK1_+_54074285.23-P1P2_5	1
ALKBH4_P1P2	ALKBH4_-_102105269.23-P1P2_2	1
ALKBH4_P1P2	ALKBH4_+_102105276.23-P1P2_5	1
ALKBH4_P1P2	ALKBH4_-_102105260.23-P1P2_1	1
ALKBH4_P1P2	ALKBH4_+_102105243.23-P1P2_3	1
ALKBH4_P1P2	ALKBH4_+_102105227.23-P1P2_4	1
SLC39A5_P1P2	SLC39A5_+_56623876.23-P1P2_1	1
SLC39A5_P1P2	SLC39A5_-_56623988.23-P1P2_5	1
SLC39A5_P1P2	SLC39A5_-_56623862.23-P1P2_3	1
SLC39A5_P1P2	SLC39A5_+_56623887.23-P1P2_2	1
SLC39A5_P1P2	SLC39A5_+_56623922.23-P1P2_4	1
DUT_P1P2	DUT_+_48624405.23-P1P2_3	1
DUT_P1P2	DUT_+_48624414.23-P1P2_1	1
DUT_P1P2	DUT_-_48624688.23-P1P2_5	1
DUT_P1P2	DUT_+_48624411.23-P1P2_2	1
DUT_P1P2	DUT_-_48624420.23-P1P2_4	1
SOX4_P2	SOX4_+_21597786.23-P2_3	1
SOX4_P2	SOX4_+_21597792.23-P2_2	1
SOX4_P2	SOX4_-_21598146.23-P2_4	1
SOX4_P2	SOX4_+_21598040.23-P2_5	1
SOX4_P2	SOX4_-_21597818.23-P2_1	1
UBAP2L_P1P2	UBAP2L_-_154193461.23-P1P2_2	1
UBAP2L_P1P2	UBAP2L_+_154193785.23-P1P2_3	1
UBAP2L_P1P2	UBAP2L_-_154193471.23-P1P2_1	1
UBAP2L_P1P2	UBAP2L_-_154193825.23-P1P2_5	1
UBAP2L_P1P2	UBAP2L_-_154193416.23-P1P2_4	1
JAZF1_P1P2	JAZF1_-_28220386.23-P1P2_2	1
JAZF1_P1P2	JAZF1_-_28220154.23-P1P2_1	1
JAZF1_P1P2	JAZF1_-_28220343.23-P1P2_3	1
JAZF1_P1P2	JAZF1_-_28220226.23-P1P2_5	1
JAZF1_P1P2	JAZF1_+_28220213.23-P1P2_4	1
ZNF512_P1P2	ZNF512_-_27805931.23-P1P2_5	1
ZNF512_P1P2	ZNF512_-_27805907.23-P1P2_2	1
ZNF512_P1P2	ZNF512_+_27805943.23-P1P2_4	1
ZNF512_P1P2	ZNF512_+_27805986.23-P1P2_3	1
ZNF512_P1P2	ZNF512_-_27805950.23-P1P2_1	1
NFAT5_P1P2	NFAT5_+_69599962.23-P1P2_4	1
NFAT5_P1P2	NFAT5_-_69600077.23-P1P2_5	1
NFAT5_P1P2	NFAT5_-_69599935.23-P1P2_3	1
NFAT5_P1P2	NFAT5_-_69599883.23-P1P2_2	1
NFAT5_P1P2	NFAT5_-_69600376.23-P1P2_1	1
HOXC10_P1P2	HOXC10_+_54379000.23-P1P2_2	1
HOXC10_P1P2	HOXC10_-_54379218.23-P1P2_5	1
HOXC10_P1P2	HOXC10_-_54378980.23-P1P2_3	1
HOXC10_P1P2	HOXC10_-_54379179.23-P1P2_4	1
HOXC10_P1P2	HOXC10_+_54379003.23-P1P2_1	1
TRMT11_P1P2	TRMT11_+_126307712.23-P1P2_3	1
TRMT11_P1P2	TRMT11_-_126307855.23-P1P2_1	1
TRMT11_P1P2	TRMT11_+_126307774.23-P1P2_5	1
TRMT11_P1P2	TRMT11_+_126307765.23-P1P2_4	1
TRMT11_P1P2	TRMT11_-_126307722.23-P1P2_2	1
MSH6_P1P2	MSH6_-_48010319.23-P1P2_1	1
MSH6_P1P2	MSH6_+_48010278.23-P1P2_4	1
MSH6_P1P2	MSH6_+_48010334.23-P1P2_5	1
MSH6_P1P2	MSH6_-_48010349.23-P1P2_2	1
MSH6_P1P2	MSH6_-_48010354.23-P1P2_3	1
ZNF358_P2	ZNF358_+_7584855.23-P2_1	1
ZNF358_P2	ZNF358_-_7584854.23-P2_5	1
ZNF358_P2	ZNF358_-_7584849.23-P2_4	1
ZNF358_P2	ZNF358_+_7584995.23-P2_2	1
ZNF358_P2	ZNF358_-_7584842.23-P2_3	1
ZHX3_P1P2	ZHX3_-_39946063.23-P1P2_5	1
ZHX3_P1P2	ZHX3_+_39946314.23-P1P2_1	1
ZHX3_P1P2	ZHX3_+_39946310.23-P1P2_2	1
ZHX3_P1P2	ZHX3_-_39946072.23-P1P2_4	1
ZHX3_P1P2	ZHX3_-_39946293.23-P1P2_3	1
ARID4B_P1P2	ARID4B_+_235491445.23-P1P2_2	1
ARID4B_P1P2	ARID4B_+_235491249.23-P1P2_5	1
ARID4B_P1P2	ARID4B_-_235491474.23-P1P2_4	1
ARID4B_P1P2	ARID4B_+_235491441.23-P1P2_3	1
ARID4B_P1P2	ARID4B_+_235491464.23-P1P2_1	1
INSIG2_P1P2	INSIG2_-_118846080.23-P1P2_2	1
INSIG2_P1P2	INSIG2_-_118846085.23-P1P2_3	1
INSIG2_P1P2	INSIG2_-_118846088.23-P1P2_1	1
INSIG2_P1P2	INSIG2_-_118846114.23-P1P2_5	1
INSIG2_P1P2	INSIG2_-_118846238.23-P1P2_4	1
PARP11_P1P2	PARP11_+_3982509.23-P1P2_3	1
PARP11_P1P2	PARP11_+_3982533.23-P1P2_4	1
PARP11_P1P2	PARP11_-_3982496.23-P1P2_1	1
PARP11_P1P2	PARP11_-_3982500.23-P1P2_2	1
PARP11_P1P2	PARP11_+_3982537.23-P1P2_5	1
BATF_P1P2	BATF_-_75988883.23-P1P2_4	1
BATF_P1P2	BATF_+_75988828.23-P1P2_2	1
BATF_P1P2	BATF_-_75988876.23-P1P2_1	1
BATF_P1P2	BATF_-_75988864.23-P1P2_3	1
BATF_P1P2	BATF_-_75988898.23-P1P2_5	1
RBM14_P1P2	RBM14_-_66384128.23-P1P2_5	1
RBM14_P1P2	RBM14_+_66384094.23-P1P2_2	1
RBM14_P1P2	RBM14_-_66384109.23-P1P2_3	1
RBM14_P1P2	RBM14_+_66384117.23-P1P2_1	1
RBM14_P1P2	RBM14_-_66384112.23-P1P2_4	1
COL1A1_P1P2	COL1A1_+_48278939.23-P1P2_5	1
COL1A1_P1P2	COL1A1_+_48278993.23-P1P2_4	1
COL1A1_P1P2	COL1A1_+_48278983.23-P1P2_2	1
COL1A1_P1P2	COL1A1_+_48278925.23-P1P2_3	1
COL1A1_P1P2	COL1A1_+_48278955.23-P1P2_1	1
WWC2_P1P2	WWC2_-_184020714.23-P1P2_5	1
WWC2_P1P2	WWC2_+_184020619.23-P1P2_2	1
WWC2_P1P2	WWC2_-_184020440.23-P1P2_4	1
WWC2_P1P2	WWC2_-_184020443.23-P1P2_3	1
WWC2_P1P2	WWC2_-_184020423.23-P1P2_1	1
TADA1_P1P2	TADA1_-_166845218.23-P1P2_5	1
TADA1_P1P2	TADA1_+_166845524.23-P1P2_2	1
TADA1_P1P2	TADA1_+_166845474.23-P1P2_4	1
TADA1_P1P2	TADA1_+_166845487.23-P1P2_3	1
TADA1_P1P2	TADA1_-_166845325.23-P1P2_1	1
TFG_P1P2	TFG_-_100428626.23-P1P2_3	1
TFG_P1P2	TFG_-_100428524.23-P1P2_5	1
TFG_P1P2	TFG_+_100428332.23-P1P2_4	1
TFG_P1P2	TFG_-_100428300.23-P1P2_1	1
TFG_P1P2	TFG_-_100428539.23-P1P2_2	1
TCF7_P1P2	TCF7_-_133451208.23-P1P2_1	1
TCF7_P1P2	TCF7_-_133451211.23-P1P2_5	1
TCF7_P1P2	TCF7_+_133450456.23-P1P2_4	1
TCF7_P1P2	TCF7_-_133450415.23-P1P2_2	1
TCF7_P1P2	TCF7_+_133450386.23-P1P2_3	1
SP4_P1P2	SP4_+_21467739.23-P1P2_4	1
SP4_P1P2	SP4_-_21467876.23-P1P2_1	1
SP4_P1P2	SP4_-_21467680.23-P1P2_2	1
SP4_P1P2	SP4_-_21467733.23-P1P2_5	1
SP4_P1P2	SP4_+_21467755.23-P1P2_3	1
ACVRL1_P1P2	ACVRL1_+_52300726.23-P1P2_2	1
ACVRL1_P1P2	ACVRL1_+_52300742.23-P1P2_4	1
ACVRL1_P1P2	ACVRL1_-_52301119.23-P1P2_5	1
ACVRL1_P1P2	ACVRL1_+_52300819.23-P1P2_3	1
ACVRL1_P1P2	ACVRL1_-_52300776.23-P1P2_1	1
TBX4_P2	TBX4_+_59533683.23-P2_2	1
TBX4_P2	TBX4_-_59533665.23-P2_3	1
TBX4_P2	TBX4_+_59533687.23-P2_5	1
TBX4_P2	TBX4_-_59533677.23-P2_1	1
TBX4_P2	TBX4_-_59533671.23-P2_4	1
SHOX2_P1P2	SHOX2_+_157823528.23-P1P2_4	1
SHOX2_P1P2	SHOX2_+_157823515.23-P1P2_5	1
SHOX2_P1P2	SHOX2_+_157823466.23-P1P2_3	1
SHOX2_P1P2	SHOX2_+_157823494.23-P1P2_1	1
SHOX2_P1P2	SHOX2_-_157823511.23-P1P2_2	1
ZNF488_P1	ZNF488_+_48355137.23-P1_4	1
ZNF488_P1	ZNF488_-_48355092.23-P1_1	1
ZNF488_P1	ZNF488_+_48355252.23-P1_5	1
ZNF488_P1	ZNF488_+_48355106.23-P1_2	1
ZNF488_P1	ZNF488_+_48355303.23-P1_3	1
HNRNPUL1_P1P2	HNRNPUL1_-_41770613.23-P1P2_2	1
HNRNPUL1_P1P2	HNRNPUL1_-_41770545.23-P1P2_4	1
HNRNPUL1_P1P2	HNRNPUL1_-_41770343.23-P1P2_1	1
HNRNPUL1_P1P2	HNRNPUL1_-_41770338.23-P1P2_3	1
HNRNPUL1_P1P2	HNRNPUL1_-_41770366.23-P1P2_5	1
TAF1D_P1	TAF1D_+_93474618.23-P1_4	1
TAF1D_P1	TAF1D_-_93474661.23-P1_5	1
TAF1D_P1	TAF1D_+_93474630.23-P1_1	1
TAF1D_P1	TAF1D_+_93474608.23-P1_2	1
TAF1D_P1	TAF1D_+_93474634.23-P1_3	1
TGFBR3_P1P2	TGFBR3_+_92351569.23-P1P2_5	1
TGFBR3_P1P2	TGFBR3_+_92351639.23-P1P2_2	1
TGFBR3_P1P2	TGFBR3_-_92351630.23-P1P2_4	1
TGFBR3_P1P2	TGFBR3_+_92351649.23-P1P2_1	1
TGFBR3_P1P2	TGFBR3_-_92351617.23-P1P2_3	1
TESC_P1P2	TESC_+_117537040.23-P1P2_5	1
TESC_P1P2	TESC_+_117537210.23-P1P2_1	1
TESC_P1P2	TESC_-_117537188.23-P1P2_4	1
TESC_P1P2	TESC_-_117537252.23-P1P2_2	1
TESC_P1P2	TESC_+_117537031.23-P1P2_3	1
HOXA4_P1P2	HOXA4_+_27170269.23-P1P2_4	1
HOXA4_P1P2	HOXA4_-_27169626.23-P1P2_3	1
HOXA4_P1P2	HOXA4_-_27170301.23-P1P2_5	1
HOXA4_P1P2	HOXA4_-_27170297.23-P1P2_2	1
HOXA4_P1P2	HOXA4_-_27170140.23-P1P2_1	1
SIX4_P1P2	SIX4_+_61191024.23-P1P2_2	1
SIX4_P1P2	SIX4_+_61191031.23-P1P2_3	1
SIX4_P1P2	SIX4_+_61190972.23-P1P2_4	1
SIX4_P1P2	SIX4_-_61191009.23-P1P2_5	1
SIX4_P1P2	SIX4_+_61191043.23-P1P2_1	1
UBE2H_P1P2	UBE2H_+_129592745.23-P1P2_2	1
UBE2H_P1P2	UBE2H_+_129592742.23-P1P2_4	1
UBE2H_P1P2	UBE2H_-_129592516.23-P1P2_1	1
UBE2H_P1P2	UBE2H_-_129592757.23-P1P2_3	1
UBE2H_P1P2	UBE2H_+_129592415.23-P1P2_5	1
SP110_P1P2	SP110_-_231084344.23-P1P2_5	1
SP110_P1P2	SP110_-_231084668.23-P1P2_1	1
SP110_P1P2	SP110_-_231084626.23-P1P2_3	1
SP110_P1P2	SP110_+_231084454.23-P1P2_4	1
SP110_P1P2	SP110_-_231084656.23-P1P2_2	1
RBL2_P2	RBL2_-_53469656.23-P2_3	1
RBL2_P2	RBL2_-_53469637.23-P2_2	1
RBL2_P2	RBL2_-_53469794.23-P2_1	1
RBL2_P2	RBL2_-_53469631.23-P2_5	1
RBL2_P2	RBL2_-_53469797.23-P2_4	1
CHD3_P1P2	CHD3_-_7788142.23-P1P2_1	1
CHD3_P1P2	CHD3_-_7788282.23-P1P2_5	1
CHD3_P1P2	CHD3_-_7788329.23-P1P2_4	1
CHD3_P1P2	CHD3_-_7788148.23-P1P2_2	1
CHD3_P1P2	CHD3_+_7788131.23-P1P2_3	1
ZNF232_P2	ZNF232_+_5026367.23-P2_5	1
ZNF232_P2	ZNF232_+_5026381.23-P2_4	1
ZNF232_P2	ZNF232_-_5026379.23-P2_3	1
ZNF232_P2	ZNF232_+_5026346.23-P2_2	1
ZNF232_P2	ZNF232_-_5026364.23-P2_1	1
MLLT6_P1P2	MLLT6_-_36861762.23-P1P2_4	1
MLLT6_P1P2	MLLT6_+_36861539.23-P1P2_1	1
MLLT6_P1P2	MLLT6_-_36861571.23-P1P2_2	1
MLLT6_P1P2	MLLT6_+_36861515.23-P1P2_5	1
MLLT6_P1P2	MLLT6_-_36861901.23-P1P2_3	1
NDP_P1P2	NDP_+_43832638.23-P1P2_2	1
NDP_P1P2	NDP_-_43832565.23-P1P2_1	1
NDP_P1P2	NDP_+_43832548.23-P1P2_3	1
NDP_P1P2	NDP_+_43832227.23-P1P2_5	1
NDP_P1P2	NDP_-_43832604.23-P1P2_4	1
PPM1F_P1P2	PPM1F_+_22307014.23-P1P2_5	1
PPM1F_P1P2	PPM1F_+_22307157.23-P1P2_4	1
PPM1F_P1P2	PPM1F_+_22307083.23-P1P2_1	1
PPM1F_P1P2	PPM1F_+_22307004.23-P1P2_3	1
PPM1F_P1P2	PPM1F_+_22307162.23-P1P2_2	1
ZFP82_P1P2	ZFP82_-_36909505.23-P1P2_2	1
ZFP82_P1P2	ZFP82_-_36909508.23-P1P2_1	1
ZFP82_P1P2	ZFP82_+_36909518.23-P1P2_3	1
ZFP82_P1P2	ZFP82_-_36909473.23-P1P2_5	1
ZFP82_P1P2	ZFP82_+_36909512.23-P1P2_4	1
POU2F2_P1P2	POU2F2_-_42636538.23-P1P2_4	1
POU2F2_P1P2	POU2F2_+_42636610.23-P1P2_1	1
POU2F2_P1P2	POU2F2_+_42636541.23-P1P2_2	1
POU2F2_P1P2	POU2F2_-_42636581.23-P1P2_5	1
POU2F2_P1P2	POU2F2_+_42636606.23-P1P2_3	1
LTF_P1P2	LTF_-_46506319.23-P1P2_2	1
LTF_P1P2	LTF_-_46506342.23-P1P2_1	1
LTF_P1P2	LTF_-_46506380.23-P1P2_5	1
LTF_P1P2	LTF_-_46506390.23-P1P2_4	1
LTF_P1P2	LTF_-_46506327.23-P1P2_3	1
ZNF350_P1P2	ZNF350_-_52489844.23-P1P2_3	1
ZNF350_P1P2	ZNF350_+_52489886.23-P1P2_4	1
ZNF350_P1P2	ZNF350_-_52489825.23-P1P2_5	1
ZNF350_P1P2	ZNF350_+_52490079.23-P1P2_1	1
ZNF350_P1P2	ZNF350_-_52490050.23-P1P2_2	1
PAK1IP1_P1P2	PAK1IP1_-_10695221.23-P1P2_1	1
PAK1IP1_P1P2	PAK1IP1_-_10695258.23-P1P2_4	1
PAK1IP1_P1P2	PAK1IP1_-_10695234.23-P1P2_5	1
PAK1IP1_P1P2	PAK1IP1_-_10695227.23-P1P2_3	1
PAK1IP1_P1P2	PAK1IP1_+_10695250.23-P1P2_2	1
PARP6_P1P2	PARP6_-_72563494.23-P1P2_4	1
PARP6_P1P2	PARP6_-_72563177.23-P1P2_5	1
PARP6_P1P2	PARP6_+_72563490.23-P1P2_2	1
PARP6_P1P2	PARP6_-_72563461.23-P1P2_1	1
PARP6_P1P2	PARP6_-_72563505.23-P1P2_3	1
GATAD1_P1P2	GATAD1_+_92076800.23-P1P2_3	1
GATAD1_P1P2	GATAD1_+_92076813.23-P1P2_1	1
GATAD1_P1P2	GATAD1_+_92076937.23-P1P2_4	1
GATAD1_P1P2	GATAD1_+_92076945.23-P1P2_2	1
GATAD1_P1P2	GATAD1_+_92076925.23-P1P2_5	1
LILRB4_P1	LILRB4_+_55174495.23-P1_4	1
LILRB4_P1	LILRB4_+_55174492.23-P1_5	1
LILRB4_P1	LILRB4_-_55174474.23-P1_2	1
LILRB4_P1	LILRB4_+_55174483.23-P1_3	1
LILRB4_P1	LILRB4_+_55174467.23-P1_1	1
ADCYAP1_P1P2	ADCYAP1_-_904458.23-P1P2_5	1
ADCYAP1_P1P2	ADCYAP1_+_904799.23-P1P2_3	1
ADCYAP1_P1P2	ADCYAP1_-_904591.23-P1P2_1	1
ADCYAP1_P1P2	ADCYAP1_-_904573.23-P1P2_4	1
ADCYAP1_P1P2	ADCYAP1_-_904647.23-P1P2_2	1
NCOA2_P1P2	NCOA2_+_71316025.23-P1P2_3	1
NCOA2_P1P2	NCOA2_-_71316014.23-P1P2_2	1
NCOA2_P1P2	NCOA2_-_71316008.23-P1P2_4	1
NCOA2_P1P2	NCOA2_+_71315988.23-P1P2_1	1
NCOA2_P1P2	NCOA2_-_71315844.23-P1P2_5	1
MAFB_P1P2	MAFB_+_39317661.23-P1P2_4	1
MAFB_P1P2	MAFB_+_39317635.23-P1P2_5	1
MAFB_P1P2	MAFB_+_39317799.23-P1P2_3	1
MAFB_P1P2	MAFB_-_39317676.23-P1P2_2	1
MAFB_P1P2	MAFB_+_39317849.23-P1P2_1	1
SPTLC2_P1P2	SPTLC2_-_78082965.23-P1P2_3	1
SPTLC2_P1P2	SPTLC2_-_78082598.23-P1P2_5	1
SPTLC2_P1P2	SPTLC2_-_78082962.23-P1P2_1	1
SPTLC2_P1P2	SPTLC2_-_78082889.23-P1P2_2	1
SPTLC2_P1P2	SPTLC2_-_78082929.23-P1P2_4	1
SF1_P1P2	SF1_-_64546190.23-P1P2_5	1
SF1_P1P2	SF1_-_64545937.23-P1P2_2	1
SF1_P1P2	SF1_+_64545972.23-P1P2_1	1
SF1_P1P2	SF1_-_64546024.23-P1P2_3	1
SF1_P1P2	SF1_-_64546021.23-P1P2_4	1
ZNF319_P2	ZNF319_+_58033543.23-P2_1	1
ZNF319_P2	ZNF319_+_58033236.23-P2_3	1
ZNF319_P2	ZNF319_-_58033355.23-P2_5	1
ZNF319_P2	ZNF319_+_58033312.23-P2_4	1
ZNF319_P2	ZNF319_+_58033562.23-P2_2	1
TDRD1_P1P2	TDRD1_-_115939053.23-P1P2_5	1
TDRD1_P1P2	TDRD1_-_115939088.23-P1P2_4	1
TDRD1_P1P2	TDRD1_-_115939109.23-P1P2_3	1
TDRD1_P1P2	TDRD1_-_115939091.23-P1P2_1	1
TDRD1_P1P2	TDRD1_-_115939077.23-P1P2_2	1
ZBTB7A_P2	ZBTB7A_-_4065310.23-P2_3	1
ZBTB7A_P2	ZBTB7A_-_4065155.23-P2_5	1
ZBTB7A_P2	ZBTB7A_-_4065274.23-P2_4	1
ZBTB7A_P2	ZBTB7A_-_4065519.23-P2_2	1
ZBTB7A_P2	ZBTB7A_-_4065511.23-P2_1	1
FZD4_P1P2	FZD4_-_86666141.23-P1P2_3	1
FZD4_P1P2	FZD4_-_86666246.23-P1P2_5	1
FZD4_P1P2	FZD4_+_86666380.23-P1P2_2	1
FZD4_P1P2	FZD4_+_86666386.23-P1P2_1	1
FZD4_P1P2	FZD4_-_86666257.23-P1P2_4	1
ZNF229_P1P2	ZNF229_+_44952570.23-P1P2_2	1
ZNF229_P1P2	ZNF229_+_44952575.23-P1P2_3	1
ZNF229_P1P2	ZNF229_-_44952588.23-P1P2_1	1
ZNF229_P1P2	ZNF229_-_44952609.23-P1P2_4	1
ZNF229_P1P2	ZNF229_+_44952641.23-P1P2_5	1
TBPL2_ENST00000247219.5	TBPL2_-_55907277.23-ENST00000247219.5_1	1
TBPL2_ENST00000247219.5	TBPL2_-_55907337.23-ENST00000247219.5_2	1
TBPL2_ENST00000247219.5	TBPL2_+_55907107.23-ENST00000247219.5_5	1
TBPL2_ENST00000247219.5	TBPL2_+_55907294.23-ENST00000247219.5_3	1
TBPL2_ENST00000247219.5	TBPL2_+_55907259.23-ENST00000247219.5_4	1
DNAJA3_P1P2	DNAJA3_-_4475855.23-P1P2_1	1
DNAJA3_P1P2	DNAJA3_-_4475876.23-P1P2_3	1
DNAJA3_P1P2	DNAJA3_-_4476099.23-P1P2_4	1
DNAJA3_P1P2	DNAJA3_-_4475918.23-P1P2_5	1
DNAJA3_P1P2	DNAJA3_-_4475908.23-P1P2_2	1
HSPB9_P1P2	HSPB9_+_40274914.23-P1P2_4	1
HSPB9_P1P2	HSPB9_+_40274893.23-P1P2_1	1
HSPB9_P1P2	HSPB9_+_40275046.23-P1P2_5	1
HSPB9_P1P2	HSPB9_-_40274881.23-P1P2_2	1
HSPB9_P1P2	HSPB9_-_40274910.23-P1P2_3	1
ZNF540_P1	ZNF540_-_38085788.23-P1_5	1
ZNF540_P1	ZNF540_-_38085820.23-P1_2	1
ZNF540_P1	ZNF540_-_38085793.23-P1_3	1
ZNF540_P1	ZNF540_-_38085841.23-P1_4	1
ZNF540_P1	ZNF540_+_38085847.23-P1_1	1
RBCK1_P1P2	RBCK1_+_388973.23-P1P2_1	1
RBCK1_P1P2	RBCK1_+_389180.23-P1P2_3	1
RBCK1_P1P2	RBCK1_-_388991.23-P1P2_2	1
RBCK1_P1P2	RBCK1_+_388961.23-P1P2_4	1
RBCK1_P1P2	RBCK1_-_389040.23-P1P2_5	1
ZNF695_ENST00000339986.7	ZNF695_-_247171378.23-ENST00000339986.7_2	1
ZNF695_ENST00000339986.7	ZNF695_+_247171282.23-ENST00000339986.7_4	1
ZNF695_ENST00000339986.7	ZNF695_+_247171174.23-ENST00000339986.7_3	1
ZNF695_ENST00000339986.7	ZNF695_-_247171300.23-ENST00000339986.7_1	1
ZNF695_ENST00000339986.7	ZNF695_+_247171334.23-ENST00000339986.7_5	1
ZNF33A_P1P2	ZNF33A_-_38299824.23-P1P2_2	1
ZNF33A_P1P2	ZNF33A_-_38299884.23-P1P2_4	1
ZNF33A_P1P2	ZNF33A_-_38299725.23-P1P2_1	1
ZNF33A_P1P2	ZNF33A_-_38299799.23-P1P2_5	1
ZNF33A_P1P2	ZNF33A_-_38299730.23-P1P2_3	1
PPP1R12A_P1P2	PPP1R12A_-_80328443.23-P1P2_4	1
PPP1R12A_P1P2	PPP1R12A_-_80328826.23-P1P2_1	1
PPP1R12A_P1P2	PPP1R12A_-_80328652.23-P1P2_3	1
PPP1R12A_P1P2	PPP1R12A_+_80328841.23-P1P2_5	1
PPP1R12A_P1P2	PPP1R12A_+_80328722.23-P1P2_2	1
TSFM_P1P2	TSFM_+_58176946.23-P1P2_4	1
TSFM_P1P2	TSFM_-_58176575.23-P1P2_2	1
TSFM_P1P2	TSFM_-_58176641.23-P1P2_1	1
TSFM_P1P2	TSFM_+_58176783.23-P1P2_3	1
TSFM_P1P2	TSFM_+_58176801.23-P1P2_5	1
UXT_P1P2	UXT_-_47518537.23-P1P2_3	1
UXT_P1P2	UXT_-_47518291.23-P1P2_2	1
UXT_P1P2	UXT_-_47518541.23-P1P2_1	1
UXT_P1P2	UXT_-_47518553.23-P1P2_5	1
UXT_P1P2	UXT_+_47518506.23-P1P2_4	1
RRM2_P1P2	RRM2_-_10262529.23-P1P2_5	1
RRM2_P1P2	RRM2_+_10262885.23-P1P2_4	1
RRM2_P1P2	RRM2_-_10262842.23-P1P2_2	1
RRM2_P1P2	RRM2_+_10262917.23-P1P2_3	1
RRM2_P1P2	RRM2_+_10263083.23-P1P2_1	1
PHF12_P1P2	PHF12_+_27278544.23-P1P2_4	1
PHF12_P1P2	PHF12_+_27278322.23-P1P2_2	1
PHF12_P1P2	PHF12_+_27278440.23-P1P2_1	1
PHF12_P1P2	PHF12_+_27278516.23-P1P2_5	1
PHF12_P1P2	PHF12_-_27278395.23-P1P2_3	1
ID1_P1P2	ID1_-_30193269.23-P1P2_3	1
ID1_P1P2	ID1_+_30193311.23-P1P2_5	1
ID1_P1P2	ID1_+_30193160.23-P1P2_4	1
ID1_P1P2	ID1_+_30193140.23-P1P2_2	1
ID1_P1P2	ID1_+_30193118.23-P1P2_1	1
SOX18_P1P2	SOX18_-_62680978.23-P1P2_1	1
SOX18_P1P2	SOX18_+_62680938.23-P1P2_4	1
SOX18_P1P2	SOX18_-_62680990.23-P1P2_2	1
SOX18_P1P2	SOX18_-_62680783.23-P1P2_3	1
SOX18_P1P2	SOX18_+_62680631.23-P1P2_5	1
RNF4_P1P2	RNF4_-_2470843.23-P1P2_4	1
RNF4_P1P2	RNF4_-_2470875.23-P1P2_3	1
RNF4_P1P2	RNF4_-_2470861.23-P1P2_5	1
RNF4_P1P2	RNF4_-_2471349.23-P1P2_1	1
RNF4_P1P2	RNF4_-_2470887.23-P1P2_2	1
RNF25_P1	RNF25_-_219536619.23-P1_5	1
RNF25_P1	RNF25_+_219536686.23-P1_2	1
RNF25_P1	RNF25_+_219536689.23-P1_1	1
RNF25_P1	RNF25_-_219536703.23-P1_4	1
