Gene	sgRNA	eff
ZNF501_P1P2	ZNF501_-_44771153.23-P1P2_1	1
ZNF7_P1P2	ZNF7_-_146053007.23-P1P2_4	1
ZNF7_P1P2	ZNF7_+_146053027.23-P1P2_3	1
ZNF7_P1P2	ZNF7_+_146052972.23-P1P2_2	1
ZNF7_P1P2	ZNF7_-_146052990.23-P1P2_1	1
ZNF7_P1P2	ZNF7_-_146052978.23-P1P2_5	1
CKAP2_P1P2	CKAP2_+_53029861.23-P1P2_3	1
CKAP2_P1P2	CKAP2_-_53029638.23-P1P2_4	1
CKAP2_P1P2	CKAP2_+_53029605.23-P1P2_5	1
CKAP2_P1P2	CKAP2_+_53030125.23-P1P2_2	1
CKAP2_P1P2	CKAP2_-_53029622.23-P1P2_1	1
ARHGEF5_P1P2	ARHGEF5_+_144052601.23-P1P2_5	1
ARHGEF5_P1P2	ARHGEF5_+_144052450.23-P1P2_2	1
ARHGEF5_P1P2	ARHGEF5_+_144052459.23-P1P2_4	1
ARHGEF5_P1P2	ARHGEF5_+_144052608.23-P1P2_3	1
ARHGEF5_P1P2	ARHGEF5_-_144052529.23-P1P2_1	1
SMYD5_P1P2	SMYD5_+_73441586.23-P1P2_4	1
SMYD5_P1P2	SMYD5_+_73441401.23-P1P2_2	1
SMYD5_P1P2	SMYD5_+_73441741.23-P1P2_1	1
SMYD5_P1P2	SMYD5_-_73441463.23-P1P2_3	1
SMYD5_P1P2	SMYD5_-_73441383.23-P1P2_5	1
AKNA_P1	AKNA_+_117150220.23-P1_1	1
AKNA_P1	AKNA_+_117150247.23-P1_4	1
AKNA_P1	AKNA_+_117150267.23-P1_5	1
AKNA_P1	AKNA_+_117150244.23-P1_2	1
AKNA_P1	AKNA_+_117150188.23-P1_3	1
ALX3_P1P2	ALX3_-_110613262.23-P1P2_3	1
ALX3_P1P2	ALX3_+_110613176.23-P1P2_5	1
ALX3_P1P2	ALX3_+_110613167.23-P1P2_4	1
ALX3_P1P2	ALX3_-_110613186.23-P1P2_1	1
ALX3_P1P2	ALX3_-_110613212.23-P1P2_2	1
ZNF219_P1P2	ZNF219_+_21566103.23-P1P2_4	1
ZNF219_P1P2	ZNF219_-_21566780.23-P1P2_2	1
ZNF219_P1P2	ZNF219_-_21566561.23-P1P2_5	1
ZNF219_P1P2	ZNF219_-_21566777.23-P1P2_1	1
ZNF219_P1P2	ZNF219_-_21566749.23-P1P2_3	1
ZNF358_P1	ZNF358_+_7581232.23-P1_4	1
ZNF358_P1	ZNF358_+_7580987.23-P1_1	1
ZNF358_P1	ZNF358_-_7581013.23-P1_5	1
ZNF358_P1	ZNF358_+_7580967.23-P1_2	1
ZNF358_P1	ZNF358_-_7580975.23-P1_3	1
ZNF432_P1P2	ZNF432_+_52551911.23-P1P2_4	1
ZNF432_P1P2	ZNF432_+_52552048.23-P1P2_3	1
ZNF432_P1P2	ZNF432_+_52552038.23-P1P2_1	1
ZNF432_P1P2	ZNF432_+_52551894.23-P1P2_2	1
ZNF432_P1P2	ZNF432_+_52552065.23-P1P2_5	1
ZKSCAN2_P1P2	ZKSCAN2_-_25269109.23-P1P2_2	1
ZKSCAN2_P1P2	ZKSCAN2_-_25269103.23-P1P2_1	1
ZKSCAN2_P1P2	ZKSCAN2_-_25268864.23-P1P2_5	1
ZKSCAN2_P1P2	ZKSCAN2_-_25269092.23-P1P2_4	1
ZKSCAN2_P1P2	ZKSCAN2_+_25269134.23-P1P2_3	1
NPM2_P1P2	NPM2_-_21881768.23-P1P2_4	1
NPM2_P1P2	NPM2_+_21881707.23-P1P2_2	1
NPM2_P1P2	NPM2_-_21882166.23-P1P2_5	1
NPM2_P1P2	NPM2_-_21881743.23-P1P2_3	1
NPM2_P1P2	NPM2_-_21881725.23-P1P2_1	1
ZNF75A_P1P2	ZNF75A_-_3355537.23-P1P2_5	1
ZNF75A_P1P2	ZNF75A_-_3355520.23-P1P2_2	1
ZNF75A_P1P2	ZNF75A_+_3355510.23-P1P2_3	1
ZNF75A_P1P2	ZNF75A_-_3355541.23-P1P2_1	1
ZNF75A_P1P2	ZNF75A_+_3355661.23-P1P2_4	1
PHF20_P1P2	PHF20_+_34360095.23-P1P2_2	1
PHF20_P1P2	PHF20_-_34360160.23-P1P2_5	1
PHF20_P1P2	PHF20_-_34359993.23-P1P2_4	1
PHF20_P1P2	PHF20_-_34360012.23-P1P2_3	1
PHF20_P1P2	PHF20_+_34359952.23-P1P2_1	1
TNF_P1P2	TNF_+_31543420.23-P1P2_3	1
TNF_P1P2	TNF_+_31543405.23-P1P2_5	1
TNF_P1P2	TNF_+_31543436.23-P1P2_2	1
TNF_P1P2	TNF_+_31543627.23-P1P2_4	1
TNF_P1P2	TNF_-_31543583.23-P1P2_1	1
PBX4_P1P2	PBX4_+_19729278.23-P1P2_5	1
PBX4_P1P2	PBX4_+_19729479.23-P1P2_2	1
PBX4_P1P2	PBX4_+_19729506.23-P1P2_4	1
PBX4_P1P2	PBX4_+_19729471.23-P1P2_1	1
PBX4_P1P2	PBX4_+_19729224.23-P1P2_3	1
ZNF263_P2	ZNF263_-_3314059.23-P2_5	1
ZNF263_P2	ZNF263_-_3314043.23-P2_3	1
ZNF263_P2	ZNF263_-_3313847.23-P2_2	1
ZNF263_P2	ZNF263_-_3313843.23-P2_1	1
ZNF263_P2	ZNF263_-_3314170.23-P2_4	1
ZBTB3_P1P2	ZBTB3_-_62521570.23-P1P2_2	1
ZBTB3_P1P2	ZBTB3_-_62521451.23-P1P2_5	1
ZBTB3_P1P2	ZBTB3_-_62521583.23-P1P2_1	1
ZBTB3_P1P2	ZBTB3_+_62521605.23-P1P2_3	1
ZBTB3_P1P2	ZBTB3_-_62521554.23-P1P2_4	1
SPI1_P1P2	SPI1_-_47400003.23-P1P2_2	1
SPI1_P1P2	SPI1_-_47400048.23-P1P2_5	1
SPI1_P1P2	SPI1_+_47400056.23-P1P2_4	1
SPI1_P1P2	SPI1_+_47400060.23-P1P2_3	1
SPI1_P1P2	SPI1_+_47399936.23-P1P2_1	1
BTAF1_P1P2	BTAF1_+_93683612.23-P1P2_3	1
BTAF1_P1P2	BTAF1_+_93683725.23-P1P2_5	1
BTAF1_P1P2	BTAF1_+_93683575.23-P1P2_2	1
BTAF1_P1P2	BTAF1_+_93683609.23-P1P2_4	1
BTAF1_P1P2	BTAF1_+_93683606.23-P1P2_1	1
ZFP28_P1P2	ZFP28_-_57050351.23-P1P2_3	1
ZFP28_P1P2	ZFP28_+_57050353.23-P1P2_5	1
ZFP28_P1P2	ZFP28_+_57050376.23-P1P2_2	1
ZFP28_P1P2	ZFP28_-_57050396.23-P1P2_4	1
ZFP28_P1P2	ZFP28_-_57050365.23-P1P2_1	1
BDP1_P1P2	BDP1_-_70751527.23-P1P2_2	1
BDP1_P1P2	BDP1_+_70751690.23-P1P2_1	1
BDP1_P1P2	BDP1_+_70751699.23-P1P2_5	1
BDP1_P1P2	BDP1_-_70751530.23-P1P2_4	1
BDP1_P1P2	BDP1_-_70751524.23-P1P2_3	1
MTERF_P1P2	MTERF_+_91509952.23-P1P2_5	1
MTERF_P1P2	MTERF_+_91510008.23-P1P2_4	1
MTERF_P1P2	MTERF_-_91510042.23-P1P2_1	1
MTERF_P1P2	MTERF_+_91509795.23-P1P2_2	1
MTERF_P1P2	MTERF_+_91510011.23-P1P2_3	1
PARP10_P1P2	PARP10_+_145060584.23-P1P2_1	1
PARP10_P1P2	PARP10_-_145060411.23-P1P2_5	1
PARP10_P1P2	PARP10_+_145060384.23-P1P2_3	1
PARP10_P1P2	PARP10_+_145060580.23-P1P2_2	1
PARP10_P1P2	PARP10_-_145060543.23-P1P2_4	1
PDGFB_P2	PDGFB_-_39639944.23-P2_1	1
PDGFB_P2	PDGFB_+_39639888.23-P2_5	1
PDGFB_P2	PDGFB_-_39639926.23-P2_2	1
PDGFB_P2	PDGFB_-_39639896.23-P2_3	1
PDGFB_P2	PDGFB_+_39639891.23-P2_4	1
CHAMP1_P1P2	CHAMP1_+_115080172.23-P1P2_1	1
CHAMP1_P1P2	CHAMP1_-_115080021.23-P1P2_3	1
CHAMP1_P1P2	CHAMP1_+_115080003.23-P1P2_4	1
CHAMP1_P1P2	CHAMP1_+_115079819.23-P1P2_5	1
CHAMP1_P1P2	CHAMP1_+_115080070.23-P1P2_2	1
ZNF408_P1P2	ZNF408_+_46722819.23-P1P2_5	1
ZNF408_P1P2	ZNF408_-_46722603.23-P1P2_4	1
ZNF408_P1P2	ZNF408_-_46722649.23-P1P2_3	1
ZNF408_P1P2	ZNF408_-_46722609.23-P1P2_1	1
ZNF408_P1P2	ZNF408_-_46722606.23-P1P2_2	1
KAT8_P2	KAT8_+_31141555.23-P2_5	1
KAT8_P2	KAT8_-_31141602.23-P2_3	1
KAT8_P2	KAT8_+_31141426.23-P2_4	1
KAT8_P2	KAT8_+_31141331.23-P2_2	1
KAT8_P2	KAT8_+_31141409.23-P2_1	1
FOXP1_ENST00000475937.1	FOXP1_+_71592655.23-ENST00000475937.1_2	1
FOXP1_ENST00000475937.1	FOXP1_+_71592258.23-ENST00000475937.1_3	1
FOXP1_ENST00000475937.1	FOXP1_-_71592612.23-ENST00000475937.1_1	1
FOXP1_ENST00000475937.1	FOXP1_-_71592298.23-ENST00000475937.1_4	1
FOXP1_ENST00000475937.1	FOXP1_-_71592665.23-ENST00000475937.1_5	1
LEUTX_ENST00000396841.4	LEUTX_+_40267251.23-ENST00000396841.4_3	1
LEUTX_ENST00000396841.4	LEUTX_+_40267624.23-ENST00000396841.4_5	1
LEUTX_ENST00000396841.4	LEUTX_+_40267261.23-ENST00000396841.4_2	1
LEUTX_ENST00000396841.4	LEUTX_+_40267258.23-ENST00000396841.4_1	1
LEUTX_ENST00000396841.4	LEUTX_+_40267273.23-ENST00000396841.4_4	1
ZNF512B_P1P2	ZNF512B_+_62601292.23-P1P2_2	1
ZNF512B_P1P2	ZNF512B_+_62601296.23-P1P2_4	1
ZNF512B_P1P2	ZNF512B_-_62601108.23-P1P2_5	1
ZNF512B_P1P2	ZNF512B_-_62601247.23-P1P2_1	1
ZNF512B_P1P2	ZNF512B_-_62601183.23-P1P2_3	1
ARID4A_P1P2	ARID4A_-_58765301.23-P1P2_5	1
ARID4A_P1P2	ARID4A_+_58765485.23-P1P2_3	1
ARID4A_P1P2	ARID4A_+_58765344.23-P1P2_2	1
ARID4A_P1P2	ARID4A_+_58765323.23-P1P2_4	1
ARID4A_P1P2	ARID4A_-_58765292.23-P1P2_1	1
HHEX_P1P2	HHEX_-_94449767.23-P1P2_5	1
HHEX_P1P2	HHEX_+_94449741.23-P1P2_2	1
HHEX_P1P2	HHEX_+_94449788.23-P1P2_3	1
HHEX_P1P2	HHEX_+_94449777.23-P1P2_1	1
HHEX_P1P2	HHEX_-_94449724.23-P1P2_4	1
NR2F2_P1P2	NR2F2_+_96874097.23-P1P2_1	1
NR2F2_P1P2	NR2F2_-_96873928.23-P1P2_2	1
NR2F2_P1P2	NR2F2_-_96874341.23-P1P2_5	1
NR2F2_P1P2	NR2F2_-_96874338.23-P1P2_3	1
NR2F2_P1P2	NR2F2_+_96874084.23-P1P2_4	1
GSX1_P1P2	GSX1_+_28366660.23-P1P2_2	1
GSX1_P1P2	GSX1_+_28366688.23-P1P2_1	1
GSX1_P1P2	GSX1_-_28366657.23-P1P2_3	1
GSX1_P1P2	GSX1_+_28366639.23-P1P2_4	1
GSX1_P1P2	GSX1_-_28366894.23-P1P2_5	1
POLE3_P1P2	POLE3_+_116172603.23-P1P2_5	1
POLE3_P1P2	POLE3_+_116172595.23-P1P2_3	1
POLE3_P1P2	POLE3_+_116172628.23-P1P2_2	1
POLE3_P1P2	POLE3_+_116172566.23-P1P2_4	1
POLE3_P1P2	POLE3_+_116172468.23-P1P2_1	1
PHRF1_P1P2	PHRF1_-_576449.23-P1P2_3	1
PHRF1_P1P2	PHRF1_+_576516.23-P1P2_5	1
PHRF1_P1P2	PHRF1_-_576497.23-P1P2_1	1
PHRF1_P1P2	PHRF1_-_576500.23-P1P2_2	1
PHRF1_P1P2	PHRF1_-_576494.23-P1P2_4	1
ZNF607_P1P2	ZNF607_-_38210553.23-P1P2_5	1
ZNF607_P1P2	ZNF607_+_38210621.23-P1P2_4	1
ZNF607_P1P2	ZNF607_+_38210629.23-P1P2_2	1
ZNF607_P1P2	ZNF607_+_38210604.23-P1P2_3	1
ZNF607_P1P2	ZNF607_+_38210582.23-P1P2_1	1
ATF1_P1P2	ATF1_+_51157878.23-P1P2_2	1
ATF1_P1P2	ATF1_+_51157881.23-P1P2_4	1
ATF1_P1P2	ATF1_-_51157911.23-P1P2_3	1
ATF1_P1P2	ATF1_-_51158152.23-P1P2_1	1
ATF1_P1P2	ATF1_-_51157890.23-P1P2_5	1
DVL3_P1P2	DVL3_-_183873225.23-P1P2_2	1
DVL3_P1P2	DVL3_-_183873216.23-P1P2_5	1
DVL3_P1P2	DVL3_-_183873277.23-P1P2_3	1
DVL3_P1P2	DVL3_+_183873310.23-P1P2_4	1
DVL3_P1P2	DVL3_-_183873291.23-P1P2_1	1
NTRK1_P1P2	NTRK1_+_156830848.23-P1P2_3	1
NTRK1_P1P2	NTRK1_-_156830657.23-P1P2_5	1
NTRK1_P1P2	NTRK1_+_156830696.23-P1P2_1	1
NTRK1_P1P2	NTRK1_-_156830711.23-P1P2_4	1
NTRK1_P1P2	NTRK1_-_156830714.23-P1P2_2	1
PPARD_P1P2	PPARD_-_35310481.23-P1P2_5	1
PPARD_P1P2	PPARD_-_35310380.23-P1P2_1	1
PPARD_P1P2	PPARD_-_35310354.23-P1P2_2	1
PPARD_P1P2	PPARD_-_35310540.23-P1P2_4	1
PPARD_P1P2	PPARD_-_35310604.23-P1P2_3	1
KDM4C_P1P2	KDM4C_+_6758337.23-P1P2_5	1
KDM4C_P1P2	KDM4C_-_6758103.23-P1P2_1	1
KDM4C_P1P2	KDM4C_-_6758053.23-P1P2_3	1
KDM4C_P1P2	KDM4C_-_6758056.23-P1P2_2	1
KDM4C_P1P2	KDM4C_+_6758094.23-P1P2_4	1
ELK4_P1P2	ELK4_+_205601092.23-P1P2_3	1
ELK4_P1P2	ELK4_-_205600901.23-P1P2_5	1
ELK4_P1P2	ELK4_+_205601103.23-P1P2_1	1
ELK4_P1P2	ELK4_-_205600737.23-P1P2_4	1
ELK4_P1P2	ELK4_-_205601061.23-P1P2_2	1
HLTF_P1P2	HLTF_+_148804239.23-P1P2_4	1
HLTF_P1P2	HLTF_+_148804273.23-P1P2_2	1
HLTF_P1P2	HLTF_+_148804281.23-P1P2_3	1
HLTF_P1P2	HLTF_-_148804265.23-P1P2_1	1
HLTF_P1P2	HLTF_+_148803913.23-P1P2_5	1
PLSCR1_P1P2	PLSCR1_+_146262321.23-P1P2_1	1
PLSCR1_P1P2	PLSCR1_+_146262262.23-P1P2_2	1
PLSCR1_P1P2	PLSCR1_-_146262306.23-P1P2_3	1
PLSCR1_P1P2	PLSCR1_+_146262144.23-P1P2_5	1
PLSCR1_P1P2	PLSCR1_-_146262347.23-P1P2_4	1
RUNX2_P1	RUNX2_-_45296236.23-P1_1	1
RUNX2_P1	RUNX2_+_45296176.23-P1_3	1
RUNX2_P1	RUNX2_+_45296185.23-P1_2	1
RUNX2_P1	RUNX2_-_45296378.23-P1_4	1
RUNX2_P1	RUNX2_-_45296349.23-P1_5	1
PNN_P1P2	PNN_-_39644477.23-P1P2_4	1
PNN_P1P2	PNN_-_39644637.23-P1P2_3	1
PNN_P1P2	PNN_-_39644486.23-P1P2_2	1
PNN_P1P2	PNN_-_39644446.23-P1P2_1	1
PNN_P1P2	PNN_-_39644441.23-P1P2_5	1
NKX2-5_P1P2	NKX2-5_-_172662118.23-P1P2_4	1
NKX2-5_P1P2	NKX2-5_-_172662131.23-P1P2_2	1
NKX2-5_P1P2	NKX2-5_-_172662000.23-P1P2_1	1
NKX2-5_P1P2	NKX2-5_+_172662157.23-P1P2_3	1
NKX2-5_P1P2	NKX2-5_-_172662215.23-P1P2_5	1
ZIC1_P1P2	ZIC1_-_147127205.23-P1P2_4	1
ZIC1_P1P2	ZIC1_-_147127444.23-P1P2_2	1
ZIC1_P1P2	ZIC1_-_147127214.23-P1P2_1	1
ZIC1_P1P2	ZIC1_-_147127394.23-P1P2_5	1
ZIC1_P1P2	ZIC1_+_147127198.23-P1P2_3	1
RFX6_P1P2	RFX6_+_117198499.23-P1P2_5	1
RFX6_P1P2	RFX6_-_117198429.23-P1P2_2	1
RFX6_P1P2	RFX6_-_117198426.23-P1P2_4	1
RFX6_P1P2	RFX6_+_117198489.23-P1P2_1	1
RFX6_P1P2	RFX6_-_117198441.23-P1P2_3	1
ATXN1_P1P2	ATXN1_-_16761669.23-P1P2_1	1
ATXN1_P1P2	ATXN1_-_16761628.23-P1P2_3	1
ATXN1_P1P2	ATXN1_-_16761659.23-P1P2_5	1
ATXN1_P1P2	ATXN1_-_16761442.23-P1P2_4	1
ATXN1_P1P2	ATXN1_+_16761661.23-P1P2_2	1
CIB1_P1P2	CIB1_+_90777177.23-P1P2_2	1
CIB1_P1P2	CIB1_-_90776938.23-P1P2_5	1
CIB1_P1P2	CIB1_+_90777138.23-P1P2_3	1
CIB1_P1P2	CIB1_-_90777091.23-P1P2_4	1
CIB1_P1P2	CIB1_+_90777141.23-P1P2_1	1
HOXB6_P1	HOXB6_-_46682331.23-P1_1	1
HOXB6_P1	HOXB6_-_46682326.23-P1_2	1
HOXB6_P1	HOXB6_+_46682297.23-P1_3	1
HOXB6_P1	HOXB6_+_46682321.23-P1_4	1
HOXB6_P1	HOXB6_+_46682317.23-P1_5	1
HIF1A_P1P2	HIF1A_-_62162257.23-P1P2_4	1
HIF1A_P1P2	HIF1A_+_62162244.23-P1P2_2	1
HIF1A_P1P2	HIF1A_+_62162306.23-P1P2_5	1
HIF1A_P1P2	HIF1A_-_62162262.23-P1P2_3	1
HIF1A_P1P2	HIF1A_+_62162270.23-P1P2_1	1
KDM4D_P1P2	KDM4D_-_94706831.23-P1P2_5	1
KDM4D_P1P2	KDM4D_-_94707062.23-P1P2_4	1
KDM4D_P1P2	KDM4D_-_94706839.23-P1P2_2	1
KDM4D_P1P2	KDM4D_-_94706852.23-P1P2_3	1
KDM4D_P1P2	KDM4D_-_94706849.23-P1P2_1	1
SMAD4_P1P2	SMAD4_-_48556608.23-P1P2_3	1
SMAD4_P1P2	SMAD4_+_48556684.23-P1P2_4	1
SMAD4_P1P2	SMAD4_-_48556657.23-P1P2_2	1
SMAD4_P1P2	SMAD4_+_48556623.23-P1P2_1	1
SMAD4_P1P2	SMAD4_-_48556652.23-P1P2_5	1
ASF1B_P1P2	ASF1B_-_14247364.23-P1P2_5	1
ASF1B_P1P2	ASF1B_+_14247360.23-P1P2_2	1
ASF1B_P1P2	ASF1B_-_14247546.23-P1P2_4	1
ASF1B_P1P2	ASF1B_-_14247341.23-P1P2_1	1
ASF1B_P1P2	ASF1B_-_14247349.23-P1P2_3	1
NKX1-1_ENST00000422806.1	NKX1-1_-_1400070.23-ENST00000422806.1_3	1
NKX1-1_ENST00000422806.1	NKX1-1_-_1400129.23-ENST00000422806.1_4	1
NKX1-1_ENST00000422806.1	NKX1-1_-_1400097.23-ENST00000422806.1_2	1
NKX1-1_ENST00000422806.1	NKX1-1_-_1400060.23-ENST00000422806.1_5	1
NKX1-1_ENST00000422806.1	NKX1-1_+_1400110.23-ENST00000422806.1_1	1
MAGOH_P1P2	MAGOH_+_53704169.23-P1P2_2	1
MAGOH_P1P2	MAGOH_-_53703893.23-P1P2_5	1
MAGOH_P1P2	MAGOH_+_53703946.23-P1P2_3	1
MAGOH_P1P2	MAGOH_+_53704150.23-P1P2_4	1
MAGOH_P1P2	MAGOH_-_53704245.23-P1P2_1	1
PTPRK_P2	PTPRK_+_128812975.23-P2_3	1
PTPRK_P2	PTPRK_+_128812887.23-P2_2	1
PTPRK_P2	PTPRK_-_128812929.23-P2_5	1
PTPRK_P2	PTPRK_-_128812941.23-P2_1	1
PTPRK_P2	PTPRK_-_128812763.23-P2_4	1
POU2F3_P1	POU2F3_+_120107436.23-P1_2	1
POU2F3_P1	POU2F3_-_120107570.23-P1_1	1
POU2F3_P1	POU2F3_-_120107531.23-P1_3	1
POU2F3_P1	POU2F3_+_120107648.23-P1_5	1
POU2F3_P1	POU2F3_+_120107339.23-P1_4	1
TNFRSF1A_P1P2	TNFRSF1A_-_6451117.23-P1P2_4	1
TNFRSF1A_P1P2	TNFRSF1A_+_6451004.23-P1P2_1	1
TNFRSF1A_P1P2	TNFRSF1A_-_6451171.23-P1P2_5	1
TNFRSF1A_P1P2	TNFRSF1A_-_6450994.23-P1P2_2	1
TNFRSF1A_P1P2	TNFRSF1A_-_6450946.23-P1P2_3	1
ZNF423_ENST00000561648.1	ZNF423_+_49856571.23-ENST00000561648.1_5	1
ZNF423_ENST00000561648.1	ZNF423_+_49856435.23-ENST00000561648.1_4	1
ZNF423_ENST00000561648.1	ZNF423_+_49856581.23-ENST00000561648.1_2	1
ZNF423_ENST00000561648.1	ZNF423_-_49856477.23-ENST00000561648.1_1	1
ZNF423_ENST00000561648.1	ZNF423_+_49856636.23-ENST00000561648.1_3	1
BTRC_P1P2	BTRC_+_103113918.23-P1P2_3	1
BTRC_P1P2	BTRC_-_103113925.23-P1P2_1	1
BTRC_P1P2	BTRC_-_103113897.23-P1P2_2	1
BTRC_P1P2	BTRC_-_103114088.23-P1P2_4	1
BTRC_P1P2	BTRC_+_103113926.23-P1P2_5	1
ZNF668_ENST00000417110.2	ZNF668_+_31073083.23-ENST00000417110.2_4	1
ZNF668_ENST00000417110.2	ZNF668_+_31072815.23-ENST00000417110.2_3	1
ZNF668_ENST00000417110.2	ZNF668_+_31072865.23-ENST00000417110.2_2	1
ZNF668_ENST00000417110.2	ZNF668_+_31072845.23-ENST00000417110.2_5	1
ZNF668_ENST00000417110.2	ZNF668_-_31072861.23-ENST00000417110.2_1	1
RARA_P1	RARA_+_38474523.23-P1_2	1
RARA_P1	RARA_+_38474729.23-P1_3	1
RARA_P1	RARA_+_38474580.23-P1_1	1
RARA_P1	RARA_+_38474766.23-P1_5	1
RARA_P1	RARA_-_38474590.23-P1_4	1
PARP16_P2	PARP16_-_65592883.23-P2_1	1
PARP16_P2	PARP16_+_65592873.23-P2_4	1
PARP16_P2	PARP16_+_65592793.23-P2_2	1
PARP16_P2	PARP16_+_65592935.23-P2_3	1
PARP16_P2	PARP16_+_65592967.23-P2_5	1
CHEK2_P1P2	CHEK2_+_29137728.23-P1P2_4	1
CHEK2_P1P2	CHEK2_-_29137772.23-P1P2_5	1
CHEK2_P1P2	CHEK2_+_29137765.23-P1P2_2	1
CHEK2_P1P2	CHEK2_+_29137755.23-P1P2_3	1
CHEK2_P1P2	CHEK2_+_29137741.23-P1P2_1	1
CUX1_P1P2	CUX1_+_101459281.23-P1P2_2	1
CUX1_P1P2	CUX1_+_101459269.23-P1P2_3	1
CUX1_P1P2	CUX1_+_101459241.23-P1P2_5	1
CUX1_P1P2	CUX1_-_101459523.23-P1P2_4	1
CUX1_P1P2	CUX1_+_101459266.23-P1P2_1	1
POP4_P1P2	POP4_-_30097217.23-P1P2_1	1
POP4_P1P2	POP4_-_30097265.23-P1P2_3	1
POP4_P1P2	POP4_+_30097187.23-P1P2_4	1
POP4_P1P2	POP4_-_30097259.23-P1P2_5	1
POP4_P1P2	POP4_-_30097253.23-P1P2_2	1
DDX54_P2	DDX54_-_113598881.23-P2_5	1
DDX54_P2	DDX54_-_113599226.23-P2_2	1
DDX54_P2	DDX54_-_113599205.23-P2_1	1
DDX54_P2	DDX54_+_113599195.23-P2_3	1
DDX54_P2	DDX54_+_113599000.23-P2_4	1
ZNF586_P1P2	ZNF586_-_58281076.23-P1P2_4	1
ZNF586_P1P2	ZNF586_-_58281087.23-P1P2_3	1
ZNF586_P1P2	ZNF586_-_58281090.23-P1P2_2	1
ZNF586_P1P2	ZNF586_+_58281223.23-P1P2_5	1
ZNF586_P1P2	ZNF586_-_58281095.23-P1P2_1	1
ZNF140_P1P2	ZNF140_+_133657543.23-P1P2_1	1
ZNF140_P1P2	ZNF140_+_133657514.23-P1P2_2	1
ZNF140_P1P2	ZNF140_+_133657547.23-P1P2_5	1
ZNF140_P1P2	ZNF140_-_133657540.23-P1P2_3	1
ZNF140_P1P2	ZNF140_-_133657575.23-P1P2_4	1
COMMD6_P1	COMMD6_-_76111919.23-P1_4	1
COMMD6_P1	COMMD6_-_76111954.23-P1_5	1
COMMD6_P1	COMMD6_-_76111943.23-P1_2	1
COMMD6_P1	COMMD6_-_76111903.23-P1_3	1
COMMD6_P1	COMMD6_+_76111934.23-P1_1	1
ZNF268_P1P2	ZNF268_+_133758091.23-P1P2_2	1
ZNF268_P1P2	ZNF268_+_133758146.23-P1P2_3	1
ZNF268_P1P2	ZNF268_+_133758107.23-P1P2_5	1
ZNF268_P1P2	ZNF268_+_133758127.23-P1P2_1	1
ZNF268_P1P2	ZNF268_-_133758090.23-P1P2_4	1
MYBBP1A_P1P2	MYBBP1A_-_4458610.23-P1P2_5	1
MYBBP1A_P1P2	MYBBP1A_+_4458660.23-P1P2_1	1
MYBBP1A_P1P2	MYBBP1A_-_4458722.23-P1P2_2	1
MYBBP1A_P1P2	MYBBP1A_+_4458615.23-P1P2_4	1
MYBBP1A_P1P2	MYBBP1A_+_4458412.23-P1P2_3	1
STK36_P1P2	STK36_+_219537453.23-P1P2_5	1
STK36_P1P2	STK36_-_219537088.23-P1P2_4	1
STK36_P1P2	STK36_-_219537043.23-P1P2_2	1
STK36_P1P2	STK36_+_219537038.23-P1P2_3	1
STK36_P1P2	STK36_+_219536856.23-P1P2_1	1
ZNF134_P1P2	ZNF134_-_58125638.23-P1P2_2	1
ZNF134_P1P2	ZNF134_-_58125662.23-P1P2_1	1
ZNF134_P1P2	ZNF134_-_58125670.23-P1P2_4	1
ZNF134_P1P2	ZNF134_-_58125635.23-P1P2_3	1
ZNF134_P1P2	ZNF134_+_58125595.23-P1P2_5	1
RUVBL2_P1P2	RUVBL2_+_49497175.23-P1P2_3	1
RUVBL2_P1P2	RUVBL2_-_49496742.23-P1P2_5	1
RUVBL2_P1P2	RUVBL2_-_49496777.23-P1P2_1	1
RUVBL2_P1P2	RUVBL2_-_49497190.23-P1P2_4	1
RUVBL2_P1P2	RUVBL2_-_49497171.23-P1P2_2	1
ZFAT_P2	ZFAT_+_135708720.23-P2_2	1
ZFAT_P2	ZFAT_-_135708747.23-P2_1	1
ZFAT_P2	ZFAT_-_135708735.23-P2_3	1
ZFAT_P2	ZFAT_+_135708729.23-P2_5	1
ZFAT_P2	ZFAT_+_135708764.23-P2_4	1
U2AF2_P1P2	U2AF2_+_56166451.23-P1P2_1	1
U2AF2_P1P2	U2AF2_+_56166630.23-P1P2_5	1
U2AF2_P1P2	U2AF2_-_56166496.23-P1P2_4	1
U2AF2_P1P2	U2AF2_+_56166463.23-P1P2_3	1
U2AF2_P1P2	U2AF2_-_56165795.23-P1P2_2	1
XRCC1_P1P2	XRCC1_-_44079606.23-P1P2_5	1
XRCC1_P1P2	XRCC1_-_44079589.23-P1P2_3	1
XRCC1_P1P2	XRCC1_-_44079668.23-P1P2_2	1
XRCC1_P1P2	XRCC1_-_44079673.23-P1P2_4	1
XRCC1_P1P2	XRCC1_+_44079943.23-P1P2_1	1
PTEN_P1P2	PTEN_+_89623388.23-P1P2_1	1
PTEN_P1P2	PTEN_-_89623478.23-P1P2_2	1
PTEN_P1P2	PTEN_-_89623526.23-P1P2_4	1
PTEN_P1P2	PTEN_-_89623395.23-P1P2_3	1
PTEN_P1P2	PTEN_+_89623582.23-P1P2_5	1
PCGF6_P1P2	PCGF6_-_105110841.23-P1P2_1	1
